Chromosome/scaffold name	Transcript end (bp)	Strand
6	43937960	1
6	43941091	-1
6	43941381	-1
6	43979887	1
6	44031898	-1
6	44047989	1
6	44078497	1
6	44128610	1
6	44132501	-1
6	44165004	1
6	44181220	1
6	44213186	1
6	44235961	-1
6	44254803	1
6	44277393	1
6	44304581	-1
6	44311147	-1
6	44336519	-1
6	44346562	-1
6	44356204	1
6	44416131	1
6	44423419	-1
6	44440368	-1
6	44443597	-1
6	44461560	1
6	44474216	1
6	44481607	-1
6	44505137	1
6	44512588	1
6	44514098	-1
6	44529329	1
6	44530289	1
6	44533034	1
6	44534306	1
6	44544080	1
6	44553736	1
6	44563256	1
6	44565064	-1
6	44569989	1
6	44577477	1
6	44581646	1
6	44599035	1
6	44604145	-1
6	44641649	-1
6	44654762	1
6	44661220	1
6	44677836	1
6	44697207	1
6	44709467	-1
6	44713914	-1
6	44733966	1
6	44737837	-1
6	44767134	-1
6	44817773	-1
6	44861014	-1
6	44880284	1
6	44891111	1
6	44903393	-1
6	44952442	1
6	44975602	1
6	44988746	1
6	44996137	1
6	45001306	1
6	45006046	1
6	45021852	1
6	45025672	1
6	45043248	-1
6	45105314	-1
6	45120762	-1
6	45193858	1
6	45217256	1
6	45227246	1
6	45233373	1
6	45243008	-1
6	45261192	1
6	45264084	1
6	45267188	1
6	45271732	-1
6	45286075	-1
6	45290989	-1
6	45299120	1
6	45301775	-1
6	45306509	1
6	45310487	-1
6	45313096	-1
6	45324473	-1
6	45332058	1
6	45336525	-1
6	45350426	-1
6	45377566	-1
6	45401537	-1
6	45413300	-1
6	45418467	1
6	45429731	1
6	45433414	-1
6	45437789	1
6	45451275	1
6	45455428	1
6	45458797	1
6	45473303	-1
6	45486088	-1
6	45489403	-1
6	45504323	-1
6	45510110	1
6	45647987	1
6	45717756	1
6	45718079	1
6	45734677	-1
6	45739991	-1
6	45745455	1
6	45758281	-1
6	45765036	-1
6	45801754	1
6	45804484	1
6	45806061	1
6	45812033	1
6	45820736	-1
6	45828476	-1
6	45863988	-1
6	45887201	1
6	45897752	1
6	45905058	1
6	45909988	-1
6	45913477	-1
6	45935309	1
6	45940324	1
6	45947192	-1
6	45951926	-1
6	45966887	1
6	45971531	-1
6	45984270	1
6	45997903	1
6	46002804	1
6	46047726	1
6	46050205	-1
6	46056300	1
6	46057356	-1
6	46060833	1
6	46064513	1
6	46067166	1
6	46071730	-1
6	46082184	1
6	46082274	1
6	46085028	-1
6	46133160	-1
6	46138924	-1
6	46141418	-1
6	46148449	1
6	46170985	-1
6	46194033	-1
6	46204563	-1
6	46208699	1
6	46219827	-1
6	46222283	1
6	46228586	-1
6	46247953	-1
6	46255934	-1
6	46257633	1
6	46266725	1
6	46341380	-1
6	46348108	1
6	46389106	-1
6	46392125	1
6	46409109	1
6	46413404	1
6	46417579	-1
6	46420963	-1
6	46424923	-1
6	46428801	-1
6	46449551	1
6	46449551	1
6	46474377	1
6	46489593	-1
6	46496309	-1
6	46501904	1
6	46508512	-1
6	46518893	-1
6	46525023	-1
6	46531306	-1
6	46532893	1
6	46541808	-1
6	46555157	1
6	46556065	1
6	46555157	1
6	46560666	1
6	46566122	1
6	46571421	1
6	46580355	1
6	46601171	1
6	46605394	-1
6	46626383	-1
6	46639011	-1
6	46645035	-1
6	46654848	-1
6	46658499	1
6	46669946	-1
6	46670491	-1
6	46670845	-1
6	46674820	-1
6	46684562	-1
6	46687687	-1
6	46689268	-1
6	46698251	-1
6	46702549	-1
6	46705273	-1
6	46722323	1
6	46737447	1
6	46816889	-1
6	46835972	-1
6	46861508	1
6	46890543	1
6	46905662	-1
6	46910223	1
6	46916437	1
6	46921263	1
6	46928468	1
6	46962917	1
6	46968512	-1
6	46988700	-1
6	46999010	1
6	47000147	-1
6	47003686	-1
6	47015704	1
6	47015704	1
6	47019826	-1
6	47034260	-1
6	47045705	1
6	47048224	1
6	47050625	-1
6	47102466	-1
6	47114265	-1
6	47119507	-1
6	47122717	-1
6	47125906	-1
6	47136532	1
6	47142541	1
6	47144982	-1
6	47161554	1
6	47173157	1
6	47184592	1
6	47195281	1
6	47202197	-1
6	47208895	-1
6	47214198	1
6	47216588	-1
6	47231426	1
6	47236946	1
6	47244425	1
6	47248608	-1
6	47256216	-1
6	47261197	1
6	47304036	-1
6	47305776	-1
6	47305776	-1
6	47309385	1
6	47312267	1
6	47312923	1
6	47318110	1
6	47380991	1
6	47402497	-1
6	47411280	1
6	47414177	-1
6	47425250	-1
6	47427651	1
6	47429712	-1
6	47434402	1
6	47438042	-1
6	47443254	1
6	47446348	-1
6	47453102	-1
6	47458670	1
6	47459274	1
6	47460742	1
6	47489347	1
6	47494460	-1
6	47497595	1
6	47501184	1
6	47513067	1
6	47517528	1
6	47534578	1
6	47539402	1
6	47553750	1
6	47573693	1
6	47574631	1
6	47577732	1
6	47584192	-1
6	47589645	-1
6	47593140	1
6	47594703	-1
6	47602249	1
6	47608912	1
6	47612231	1
6	47616277	1
6	47618381	-1
6	47622859	-1
6	47631450	1
6	47640292	1
6	47640639	1
6	47643689	1
6	47646950	-1
6	47654130	-1
6	47668742	-1
6	47687123	-1
6	47719791	1
6	47723807	1
6	47733372	1
6	47802105	-1
6	47811751	1
6	47829712	1
6	47835671	1
6	47845498	1
6	47849063	1
6	47858498	-1
6	47924226	-1
6	47960478	1
6	47969753	1
6	47971687	-1
6	47977067	1
6	47979087	1
6	47986370	-1
6	47990461	1
6	47993227	1
6	47994903	-1
6	47996058	1
6	48008773	-1
6	48015213	1
6	48015213	1
6	48019430	-1
6	48034908	-1
6	48053733	-1
6	48065810	1
6	48071472	-1
6	48073496	1
6	48077781	1
6	48088075	1
6	48104936	-1
6	48121154	1
6	48130039	-1
6	48140583	1
6	48149049	1
6	48153159	-1
6	48169206	1
6	48170340	-1
6	48172303	-1
6	48183564	1
6	48189920	1
6	48196142	-1
6	48221417	-1
6	48228499	-1
6	48234728	1
6	48238837	-1
6	48244645	-1
6	48248766	-1
6	48254969	-1
6	48256938	1
6	48260857	-1
6	48266737	1
6	48269511	1
6	48269809	1
6	48273559	1
6	48281441	1
6	48298290	1
6	48308175	1
6	48314556	-1
6	48320233	-1
6	48324838	-1
6	48329427	-1
6	48334666	1
6	48340839	-1
6	48358893	1
6	48367105	1
6	48381666	1
6	48394012	1
6	48401805	1
6	48407944	1
6	48413493	1
6	48453132	1
6	48486247	1
6	48491259	-1
6	48500118	-1
6	48517285	-1
6	48522254	1
6	48522254	1
6	48525824	-1
6	48529736	-1
6	48538038	-1
6	48542655	-1
6	48542599	-1
6	48548548	1
6	48550609	1
6	48558526	1
6	48567386	1
6	48570509	1
6	48575955	-1
6	48585729	1
6	48589943	-1
6	48592145	-1
6	48595412	-1
6	48601945	1
6	48620392	1
6	48623798	1
6	48626058	1
6	48646861	1
6	48660237	-1
6	48665882	1
6	48679916	-1
6	48685837	-1
6	48689610	1
6	48692599	-1
6	48697162	1
6	48703341	-1
6	48712927	1
6	48717634	-1
6	48723073	-1
6	48728312	-1
6	48741799	1
6	48745361	1
6	48747916	-1
6	48753852	-1
6	48761011	1
6	48765820	-1
6	48773557	-1
6	48776105	-1
6	48778890	-1
6	48783135	-1
6	48788356	-1
6	48803131	1
6	48807297	-1
6	48825909	-1
6	48833530	-1
6	48841650	1
6	48847777	-1
6	48855792	1
6	48860364	-1
6	48860364	-1
6	48867003	-1
6	48873448	1
6	48876374	-1
6	48878327	1
6	48887912	1
6	48891788	1
6	48893857	-1
6	48902135	1
6	48916606	-1
6	48924718	1
6	48934001	-1
6	48943350	1
6	48949206	-1
6	48971784	-1
6	48982394	1
6	49003513	-1
6	49007224	-1
6	49012597	-1
6	49012731	-1
6	49021141	-1
6	49030704	-1
6	49034109	-1
6	49041074	-1
6	49043879	-1
6	49059663	-1
6	49073953	-1
6	49083018	-1
6	49091932	-1
6	49097081	-1
6	49127065	-1
6	49134506	-1
6	49135569	-1
6	49140289	-1
6	49145372	-1
6	49151583	-1
6	49172952	1
6	49176088	-1
6	49198883	1
6	49200617	-1
6	49205751	-1
6	49205735	-1
6	49208864	-1
6	49210630	-1
6	49221558	-1
6	49226300	1
6	49232664	1
6	49239081	1
6	49249808	-1
6	49258851	-1
6	49283771	-1
6	49291573	-1
6	49294432	-1
6	49306457	1
6	49310863	-1
6	49319889	1
6	49326442	1
6	49329773	-1
6	49337055	-1
6	49358572	1
6	49365012	1
6	49367668	-1
6	49371817	-1
6	49381496	-1
6	49396763	1
6	49406567	-1
6	49418693	-1
6	49420856	1
6	49432343	-1
6	49439745	-1
6	49445040	-1
6	49448791	1
6	49454779	-1
6	49461991	1
6	49469422	1
6	49472081	-1
6	49478073	-1
6	49483406	1
6	49485463	-1
6	49488626	-1
6	49505785	1
6	49520588	1
6	49528083	1
6	49533876	1
6	49537230	1
6	49538313	1
6	49545496	-1
6	49563108	1
6	49569576	1
6	49577809	1
6	49583170	1
6	49589001	1
6	49593093	-1
6	49607223	1
6	49609612	-1
6	49613679	-1
6	49619132	-1
6	49623835	-1
6	49630187	-1
6	49638139	-1
6	49655209	1
6	49661423	-1
6	49665863	-1
6	49671689	-1
6	49688310	1
6	49704493	1
6	49707584	-1
6	49713410	1
6	49717356	1
6	49717395	1
6	49722631	-1
6	49728587	-1
6	49731595	1
6	49733875	-1
6	49743433	-1
6	49747336	1
6	49749438	-1
6	49756100	-1
6	49766441	-1
6	49771176	1
6	49774678	1
6	49779476	-1
6	49781948	1
6	49784215	-1
6	49787254	-1
6	49788574	-1
6	49793148	-1
6	49803615	-1
6	49819552	1
6	49821056	-1
6	49826971	-1
6	49829967	-1
6	49838216	-1
6	49839953	-1
6	49857648	-1
6	49858109	-1
6	49858154	-1
6	49862562	-1
6	49865828	1
6	49869042	1
6	49878868	-1
6	49883591	1
6	49888356	1
6	49890989	-1
6	49895472	-1
6	49902897	-1
6	49936923	1
6	49946702	-1
6	49953167	-1
6	49955009	1
6	49955625	1
6	49963327	-1
6	49966007	-1
6	49973440	1
6	49980033	1
6	49983873	-1
6	49996717	1
6	50004479	-1
6	50009805	-1
6	50020561	1
6	50026119	1
6	50041111	1
6	50041791	1
6	50050850	-1
6	50053817	1
6	50056104	-1
6	50060685	-1
6	50065441	1
6	50075820	1
6	50089570	1
6	50089270	1
6	50093246	1
6	50097618	-1
6	50098417	-1
6	50107209	1
6	50109266	-1
6	50116602	1
6	50127377	1
6	50137642	1
6	50140740	-1
6	50152333	1
6	50155530	-1
6	50166622	1
6	50173815	-1
6	50173815	-1
6	50184778	1
6	50188392	-1
6	50191992	-1
6	50198769	-1
6	50206165	-1
6	50222195	1
6	50235828	1
6	50250050	1
6	50260339	-1
6	50260360	-1
6	50264233	1
6	50271878	1
6	50274395	-1
6	50281020	-1
6	50288992	-1
6	50301199	1
6	50308148	1
6	50311467	1
6	50317104	1
6	50322581	1
6	50324800	-1
6	50327878	1
6	50341199	1
6	50361278	1
6	50364655	-1
6	50369066	1
6	50374461	-1
6	50380960	1
6	50383668	-1
6	50388533	-1
6	50395786	-1
6	50402636	-1
6	50409448	-1
6	50420947	-1
6	50425810	-1
6	50455316	1
6	50463024	1
6	50463922	-1
6	50465914	1
6	50481037	1
6	50490243	1
6	50509310	1
6	50514175	1
6	50527153	1
6	50528989	-1
6	50534104	1
6	50540402	-1
6	50540402	-1
6	50547878	-1
6	50547916	-1
6	50549899	-1
6	50554096	-1
6	50558256	-1
6	50563362	-1
6	50567872	-1
6	50575404	-1
6	50584001	1
6	50588426	1
6	50592271	1
6	50595642	1
6	50600904	1
6	50605029	1
6	50613933	1
6	50625304	1
6	50630790	-1
6	50641069	-1
6	50666844	1
6	50675319	1
6	50682048	-1
6	50687554	-1
6	50694598	-1
6	50705616	-1
6	50707553	-1
6	50719929	1
6	50722106	-1
6	50724168	-1
6	50731066	-1
6	50737513	1
6	50742345	1
6	50747356	1
6	50751926	-1
6	50762178	1
6	50764194	1
6	50777804	1
6	50779138	1
6	50789950	-1
6	50798514	1
6	50800781	-1
6	50806895	1
6	50810448	-1
6	50816977	-1
6	50829470	1
6	50831265	-1
6	50834834	1
6	50848263	1
6	50864113	1
6	50867266	1
6	50871861	1
6	50877327	1
6	50899780	-1
6	50914720	-1
6	50930670	1
6	50935222	1
6	50936937	-1
6	50947169	1
6	50950002	-1
6	50963104	1
6	50969775	1
6	50984043	-1
6	51001059	1
6	51005499	-1
6	51026226	1
6	51030573	1
6	51032068	-1
6	51041781	1
6	51049290	-1
6	51079777	1
6	51094477	1
6	51102619	-1
6	51115583	-1
6	51124793	-1
6	51129406	-1
6	51153635	-1
6	51165053	1
6	51177262	-1
6	51202414	-1
6	51206719	-1
6	51222451	-1
6	51231345	1
6	51249998	1
6	51252796	-1
6	51255009	1
6	51258764	-1
6	51260436	-1
6	51274741	1
6	51275044	1
6	51284357	-1
6	51288719	1
6	51298834	1
6	51304922	1
6	51308689	1
6	51313122	-1
6	51314470	-1
6	51318864	1
6	51335026	1
6	51343247	1
6	51349287	1
6	51360843	-1
6	51367323	-1
6	51381086	1
6	51390644	1
6	51394064	-1
6	51408913	-1
6	51419285	-1
6	51427714	-1
6	51432177	1
6	51432732	1
6	51450860	-1
6	51457279	1
6	51475592	1
6	51485219	-1
6	51491060	1
6	51493477	-1
6	51498602	-1
6	51500876	1
6	51503654	-1
6	51513965	1
6	51516456	-1
6	51526469	-1
6	51534737	-1
6	51549785	-1
6	51552641	1
6	51560342	-1
6	51565500	-1
6	51569605	-1
6	51575351	-1
6	51576574	-1
6	51587607	1
6	51593320	-1
6	51604073	1
6	51606386	-1
6	51614154	-1
6	51620883	1
6	51633946	-1
6	51644521	-1
6	51656350	-1
6	51658444	-1
6	51660083	-1
6	51674813	-1
6	51698014	-1
6	51705514	-1
6	51712662	-1
6	51718864	-1
6	51726835	-1
6	51737646	-1
6	51743550	1
6	51747774	-1
6	51751722	-1
6	51757601	-1
6	51764564	-1
6	51765136	-1
6	51764451	-1
6	51770633	-1
6	51775269	-1
6	51778210	-1
6	51786981	1
6	51793332	-1
6	51836059	1
6	51845358	-1
6	51845309	-1
6	51853173	-1
6	51865617	1
6	51871512	1
6	51882874	-1
6	51899813	-1
6	51908813	1
6	51920938	1
6	51931657	-1
6	51940534	-1
6	51949094	1
6	51953656	-1
6	51963081	-1
6	51976648	-1
6	51991037	-1
6	51994819	-1
6	52007336	1
6	52016106	1
6	52019322	-1
6	52029170	1
6	52037354	-1
6	52064588	1
6	52068417	1
6	52072492	1
6	52076371	1
6	52078289	1
6	52083911	1
6	52085916	1
6	52094279	-1
6	52113021	1
6	52115877	1
6	52120226	-1
6	52133212	-1
6	52149675	1
6	52153389	1
6	52157412	-1
6	52175234	-1
6	52198665	1
6	52204518	1
6	52211983	1
6	52214926	-1
6	52228830	1
6	52232403	1
6	52237720	1
6	52241761	1
6	52243735	-1
6	52255496	-1
6	52260597	1
6	52262000	1
6	52266706	1
6	52267215	1
6	52267655	1
6	52281265	1
6	52281127	1
6	52287578	-1
6	52290222	-1
6	52298217	1
6	52311255	1
6	52341345	1
6	52351294	1
6	52353353	1
6	52354458	-1
6	52358089	-1
6	52363622	-1
6	52375582	-1
6	52391254	1
6	52390962	1
6	52394111	-1
6	52397032	1
6	52401559	1
6	52407825	1
6	52409875	1
6	52415513	-1
6	52419867	1
6	52425044	1
6	52434584	1
6	52439764	-1
6	52443005	-1
6	52451539	-1
6	52458665	-1
6	52468974	1
6	52496826	1
6	52508469	1
6	52516476	1
6	52518917	1
6	52522054	-1
6	52523503	-1
6	52525751	-1
6	52535888	1
6	52540786	1
6	52546982	1
6	52562532	1
6	52566503	-1
6	52566503	-1
6	52569951	1
6	52574027	-1
6	52581048	-1
6	52588359	-1
6	52593155	-1
6	52596798	1
6	52597094	1
6	52603231	1
6	52604835	-1
6	52613394	1
6	52616742	-1
6	52620501	1
6	52625810	1
6	52625810	1
6	52628006	1
6	52635671	1
6	52648556	1
6	52652515	1
6	52654978	1
6	52660326	1
6	52661955	-1
6	52706675	1
6	52716379	1
6	52729081	-1
6	52735966	-1
6	52741409	1
6	52742739	1
6	52747053	1
6	52757186	1
6	52762220	1
6	52769643	1
6	52774352	-1
6	52778674	-1
6	52782661	1
6	52787176	-1
6	52794281	-1
6	52804695	1
6	52813636	-1
6	52821649	-1
6	52842869	1
6	52854246	1
6	52863888	1
6	52868703	-1
6	52874472	1
6	52879128	-1
6	52882424	-1
6	52886058	-1
6	52895571	-1
6	52907082	-1
6	52920382	-1
6	52923393	1
6	52933655	1
6	52935487	1
6	52941527	-1
6	52951983	-1
6	52964078	-1
6	52969117	-1
6	52971144	-1
6	52976344	1
6	52987788	1
6	53003035	-1
6	53026365	1
6	53030839	1
6	53035953	-1
6	53097488	-1
6	53121562	1
6	53129000	1
6	53139816	1
6	53144330	1
6	53152880	-1
6	53160284	-1
6	53160891	-1
6	53169986	1
6	53172349	-1
6	53205298	1
6	53211914	-1
6	53211958	-1
6	53216110	-1
6	53234848	1
6	53238502	1
6	53244914	-1
6	53248174	-1
6	53256048	1
6	53256929	1
6	53260410	-1
6	53267052	1
6	53269165	-1
6	53282771	-1
6	53286522	-1
6	53291639	1
6	53294572	-1
6	53297063	-1
6	53306668	-1
6	53310977	-1
6	53319671	-1
6	53337847	-1
6	53343815	-1
6	53357976	-1
6	53370084	-1
6	53376165	-1
6	53381845	-1
6	53384580	-1
6	53386414	-1
6	53390838	-1
6	53398847	-1
6	53403508	1
6	53414204	1
6	53418567	1
6	53422151	-1
6	53431452	-1
6	53442013	-1
6	53445548	-1
6	53449768	-1
6	53479806	1
6	53492949	1
6	53510077	1
6	53522489	1
6	53538827	1
6	53547243	1
6	53551361	-1
6	53552261	1
6	53553170	1
6	53553823	1
6	53555448	1
6	53559550	-1
6	53562021	-1
6	53566807	-1
6	53575252	1
6	53581481	1
6	53586015	-1
6	53603409	-1
6	53603409	-1
6	53604023	1
6	53606585	1
6	53625513	1
6	53634830	1
6	53641417	1
6	53653142	1
6	53669561	1
6	53671485	-1
6	53679729	1
6	53682314	-1
6	53685785	-1
6	53687675	-1
6	53695194	-1
6	53700204	1
6	53704346	-1
6	53709748	1
6	53728034	1
6	53732257	1
6	53737162	1
6	53742692	1
6	53749649	1
6	53759462	1
6	53767065	1
6	53772355	-1
6	53778733	-1
6	53784465	-1
6	53798339	-1
6	53802462	1
6	53804841	-1
6	53808065	1
6	53811287	1
6	53816760	1
6	53827579	1
6	53834438	-1
6	53843736	1
6	53864065	-1
6	53876463	1
6	53886944	-1
6	53900678	-1
6	53909073	-1
6	53912804	-1
6	53916223	-1
6	53916286	-1
6	53937843	1
6	53948034	1
6	53958851	1
6	53961581	-1
6	53965780	-1
6	53967836	1
6	53969866	-1
6	53972258	1
6	53979169	-1
6	53988367	-1
6	53994372	-1
6	53998713	-1
6	54003350	-1
6	54008767	1
6	54014513	-1
6	54022713	-1
6	54026861	1
6	54029805	-1
6	54055422	1
6	54076713	-1
6	54103191	1
6	54102954	1
6	54105314	-1
6	54109058	-1
6	54114308	1
6	54118107	-1
6	54127494	1
6	54131608	-1
6	54143950	-1
6	54151606	1
6	54162082	-1
6	54172803	-1
6	54178287	1
6	54181645	-1
6	54185357	-1
6	54192365	1
6	54193170	-1
6	54197390	1
6	54204504	1
6	54212955	1
6	54216536	1
6	54221835	-1
6	54225713	-1
6	54232005	-1
6	54238295	-1
6	54244039	-1
6	54254761	1
6	54260952	-1
6	54264776	-1
6	54266147	-1
6	54278256	1
6	54283955	-1
6	54285274	-1
6	54291990	-1
6	54304883	-1
6	54310239	-1
6	54321720	1
6	54344499	-1
6	54359757	-1
6	54362995	1
6	54369236	-1
6	54375796	1
6	54380770	1
6	54380764	1
6	54392158	-1
6	54397077	-1
6	54400944	-1
6	54408701	-1
6	54414609	-1
6	54424719	1
6	54426284	1
6	54445727	-1
6	54455402	1
6	54479026	-1
6	54509293	1
6	54525382	-1
6	54540307	-1
6	54542463	-1
6	54552846	1
6	54568579	1
6	54571939	-1
6	54600310	1
6	54606188	-1
6	54615708	-1
6	54623161	-1
6	54632149	-1
6	54651017	1
6	54657805	1
6	54663562	-1
6	54680136	-1
6	54734367	1
6	54746678	1
6	54748052	1
6	54769593	-1
6	54776960	-1
6	54783581	1
6	54792187	-1
6	54808506	1
6	54810015	1
6	54816658	1
6	54821698	-1
6	54834208	-1
6	54842817	-1
6	54848481	-1
6	54857763	-1
6	54875330	-1
6	54887472	-1
6	54898120	1
6	54906368	1
6	54927759	1
6	54937304	1
6	54948755	1
6	54955252	1
6	54970154	-1
6	54976829	1
6	54983515	1
6	55015850	1
6	55021297	1
6	55031674	-1
6	55038448	1
6	55042208	1
6	55052219	1
6	55052219	1
6	55054287	-1
6	55066995	1
6	55092591	1
6	55096462	-1
6	55104377	1
6	55110563	-1
6	55125081	1
6	55127733	1
6	55132885	-1
6	55136551	1
6	55149931	1
6	55155263	1
6	55164002	1
6	55171284	1
6	55174545	1
6	55175480	1
6	55179431	-1
6	55186286	1
6	55194986	-1
6	55201716	-1
6	55213612	1
6	55219026	1
6	55224582	1
6	55240492	1
6	55245753	-1
6	55270137	-1
6	55297714	1
6	55311427	-1
6	55326031	-1
6	55328376	1
6	55333025	-1
6	55337396	-1
6	55341074	-1
6	55351918	1
6	55355030	-1
6	55364925	-1
6	55380344	1
6	55386797	1
6	55390216	-1
6	55395000	-1
6	55409288	1
6	55427597	-1
6	55447318	-1
6	55449195	-1
6	55466805	-1
6	55468855	-1
6	55471923	-1
6	55473254	1
6	55482179	1
6	55484546	1
6	55502572	-1
6	55512082	-1
6	55519616	-1
6	55527154	-1
6	55535249	1
6	55539702	-1
6	55547350	1
6	55548684	-1
6	55558326	1
6	55559538	1
6	55562503	-1
6	55571394	-1
6	55586646	1
6	55597448	1
6	55600239	-1
6	55603274	1
6	55606275	-1
6	55609398	1
6	55613172	-1
6	55623107	-1
6	55633073	-1
6	55633639	-1
6	55636962	-1
6	55640756	-1
6	55644201	-1
6	55646533	-1
6	55650733	-1
6	55651429	1
6	55665481	-1
6	55669025	-1
6	55680640	-1
6	55683568	-1
6	55692439	-1
6	55693944	-1
6	55700685	-1
6	55706744	-1
6	55710626	-1
6	55725703	1
6	55731903	1
6	55736167	1
6	55740188	1
6	55745119	1
6	55751064	1
6	55755318	1
6	55760080	1
6	55782467	1
6	55789430	-1
6	55810980	1
6	55816718	1
6	55829719	1
6	55846044	1
6	55856266	-1
6	55868325	1
6	55873152	1
6	55877946	1
6	55885376	-1
6	55889288	1
6	55892925	1
6	55895460	-1
6	55903156	-1
6	55907221	1
6	55911389	-1
6	55930484	1
6	55931829	1
6	55932070	1
6	55942563	-1
6	55963944	1
6	55971076	-1
6	55979327	-1
6	55985616	-1
6	56000936	1
6	56003303	-1
6	56005271	-1
6	56007258	-1
6	56024565	-1
6	56033470	1
6	56037673	-1
6	56041301	-1
6	56052633	-1
6	56059623	-1
6	56075332	1
6	56077578	-1
6	56083442	1
6	56084328	1
6	56091733	1
6	56093406	1
6	56094226	-1
6	56097722	-1
6	56106574	1
6	56110889	-1
6	56114668	-1
6	56131212	1
6	56135260	-1
6	56138072	-1
6	56142441	-1
6	56148103	1
6	56150576	-1
6	56150801	-1
6	56158499	-1
6	56163271	-1
6	56173354	-1
6	56176511	-1
6	56184414	-1
6	56200982	1
6	56209462	1
6	56216735	1
6	56223131	1
6	56231296	-1
6	56237444	1
6	56248972	1
6	56255934	1
6	56263254	1
6	56264399	-1
6	56269722	1
6	56285905	1
6	56290694	1
6	56293136	1
6	56294332	1
6	56295545	1
6	56302332	1
6	56305290	1
6	56310126	-1
6	56316461	-1
6	56332506	-1
6	56336269	-1
6	56339999	-1
6	56361952	-1
6	56367340	-1
6	56381846	1
6	56384549	-1
6	56392795	-1
6	56396418	1
6	56399977	1
6	56404367	1
6	56407365	1
6	56410856	-1
6	56413885	-1
6	56418109	-1
6	56423681	1
6	56429501	1
6	56432567	-1
6	56435376	1
6	56437061	-1
6	56443736	-1
6	56445475	-1
6	56458099	1
6	56464533	-1
6	56469421	-1
6	56477186	-1
6	56487695	-1
6	56491810	-1
6	56495988	-1
6	56504176	1
6	56504953	-1
6	56510258	-1
6	56512280	-1
6	56526493	1
6	56530621	1
6	56539187	1
6	56544247	1
6	56568526	-1
6	56574085	-1
6	56576662	1
6	56580994	-1
6	56606829	-1
6	56618523	1
6	56623080	-1
6	56642761	-1
6	56653407	-1
6	56665993	-1
6	56673814	-1
6	56691177	-1
6	56694403	1
6	56696969	-1
6	56698729	-1
6	56703597	-1
6	56709902	-1
6	56734552	-1
6	56751014	-1
6	56767795	1
6	56782212	1
6	56789543	-1
6	56819133	-1
6	56825581	1
6	56829154	-1
6	56834424	-1
6	56834927	-1
6	56836687	-1
6	56849717	1
6	56854801	1
6	56858679	1
6	56869843	1
6	56875227	-1
6	56885376	1
6	56888053	1
6	56892083	-1
6	56919616	-1
6	56930548	-1
6	56937823	-1
6	56942446	1
6	56947349	1
6	56953552	1
6	56960064	-1
6	56964002	1
6	56968302	-1
6	56973700	-1
6	56979821	-1
6	56988363	1
6	56992323	1
6	57005424	1
6	57016754	1
6	57019388	1
6	57023523	1
6	57028061	-1
6	57040194	1
6	57041058	-1
6	57050067	1
6	57058330	1
6	57060983	-1
6	57072330	-1
6	57079263	1
6	57082005	-1
6	57082938	1
6	57087048	-1
6	57106028	1
6	57111055	1
6	57117465	-1
6	57121854	-1
6	57125844	-1
6	57132643	-1
6	57135653	1
6	57141606	-1
6	57146194	-1
6	57150383	-1
6	57156783	-1
6	57163418	-1
6	57169538	-1
6	57188302	1
6	57194215	1
6	57197768	1
6	57202049	1
6	57212948	-1
6	57222645	1
6	57223238	1
6	57237404	1
6	57254389	1
6	57259785	1
6	57261259	-1
6	57267836	1
6	57267836	1
6	57271802	1
6	57289457	1
6	57294498	-1
6	57298290	-1
6	57302179	-1
6	57307984	-1
6	57316011	-1
6	57319679	1
6	57329233	-1
6	57337334	1
6	57350400	1
6	57353419	1
6	57356934	1
6	57362310	-1
6	57387608	1
6	57390325	-1
6	57395405	-1
6	57407747	1
6	57414322	-1
6	57419245	1
6	57430365	-1
6	57439054	-1
6	57454850	1
6	57456741	-1
6	57462018	1
6	57470288	1
6	57469811	1
6	57479161	-1
6	57487294	-1
6	57492767	-1
6	57495877	1
6	57500547	-1
6	57506105	-1
6	57516053	-1
6	57520037	-1
6	57529017	1
6	57535770	1
6	57549124	1
6	57553627	-1
6	57573260	-1
6	57578904	-1
6	57585986	1
6	57605614	1
6	57622704	-1
6	57642543	1
6	57655710	1
6	57654076	1
6	57663629	-1
6	57665045	-1
6	57672129	1
6	57676577	1
6	57682227	-1
6	57684814	1
6	57687700	-1
6	57694245	-1
6	57707716	-1
6	57714562	1
6	57719208	1
6	57722459	1
6	57727884	1
6	57739386	-1
6	57739416	-1
6	57747928	1
6	57758067	-1
6	57763123	1
6	57767560	1
6	57773622	-1
6	57783287	1
6	57789948	1
6	57800735	-1
6	57794263	-1
6	57798419	-1
6	57802554	1
6	57813845	1
6	57819444	1
6	57824658	1
6	57831133	-1
6	57834633	1
6	57837958	1
6	57844648	1
6	57852577	1
6	57858262	1
6	57862212	-1
6	57861486	-1
6	57865957	-1
6	57871600	1
6	57886434	1
6	57889097	1
6	57899251	1
6	57909691	1
6	57915698	-1
6	57930974	-1
6	57943853	-1
6	57945282	-1
6	57947548	1
6	57950991	1
6	57955137	1
6	57969395	-1
6	57982018	1
6	57987425	-1
6	57995721	-1
6	57999949	-1
6	58002905	-1
6	58005995	1
6	58010729	1
6	58012935	1
6	58016572	-1
6	58024570	-1
6	58038311	-1
6	58043200	1
6	58056744	1
6	58061990	-1
6	58064963	1
6	58067240	-1
6	58072616	-1
6	58091387	-1
6	58095413	-1
6	58103142	-1
6	58105828	-1
6	58109038	-1
6	58118377	-1
