Transcript start (bp)	Chromosome/scaffold name	Transcript end (bp)	Strand	Gene start (bp)	Gene end (bp)
4188210	4	4192142	1	4188210	4192142
4219215	4	4225954	1	4219215	4225954
4228890	4	4231726	1	4228890	4231726
4257575	4	4258906	1	4257575	4258906
4271271	4	4271825	1	4271271	4271825
4303800	4	4304390	-1	4303800	4304390
4308736	4	4309512	1	4308736	4309512
4322605	4	4325024	1	4322605	4325024
4325916	4	4329290	1	4325916	4329290
4329938	4	4332361	-1	4329938	4332361
4341425	4	4342099	-1	4341425	4342099
4353909	4	4356929	1	4353909	4356929
4357409	4	4361317	1	4357409	4361317
4364910	4	4365281	1	4364910	4365281
4372182	4	4381256	-1	4372182	4381256
4384138	4	4385987	1	4384138	4385987
4386131	4	4388101	-1	4386131	4388101
4402234	4	4406153	1	4402234	4406153
4414512	4	4418958	1	4414512	4418958
4420109	4	4422960	1	4420109	4422960
4427780	4	4429453	-1	4427780	4429453
4431194	4	4434998	-1	4431194	4434998
4437202	4	4438813	-1	4437202	4438813
4443739	4	4447383	1	4443739	4447383
4447744	4	4450352	1	4447744	4450352
4450817	4	4452596	-1	4450817	4452596
4454261	4	4457944	-1	4454261	4457944
4459853	4	4460098	-1	4459853	4460098
4466907	4	4467392	1	4466907	4467392
4469262	4	4472283	-1	4469262	4472283
4477504	4	4478172	-1	4477504	4478172
4481039	4	4485043	1	4481011	4485043
4481011	4	4485043	1	4481011	4485043
4508803	4	4512470	1	4508803	4512470
4512957	4	4515945	1	4512957	4515945
4516943	4	4518789	1	4516943	4518789
4519342	4	4521264	-1	4519342	4521264
4524096	4	4524799	-1	4524096	4524799
4527943	4	4530433	-1	4527943	4530433
4548861	4	4554482	-1	4548861	4554482
4561972	4	4567078	1	4561972	4567078
4578103	4	4579200	1	4578103	4579200
4584994	4	4586263	1	4584994	4586263
4588075	4	4588842	1	4588075	4588842
4591841	4	4596558	1	4591841	4596558
4596941	4	4599443	1	4596941	4599443
4602919	4	4603818	1	4602919	4603818
4611722	4	4616506	-1	4611722	4616506
4621071	4	4621433	1	4621071	4621433
4644929	4	4648840	1	4644929	4648840
4655175	4	4657997	-1	4655175	4657997
4658563	4	4664004	1	4658563	4664004
4671723	4	4672466	1	4671723	4672466
4687518	4	4689173	-1	4687518	4689173
4690175	4	4694455	1	4690175	4694455
4695214	4	4697720	1	4695214	4697720
4698402	4	4702734	1	4698402	4702734
4702544	4	4705674	-1	4702544	4705674
4707660	4	4718139	1	4707660	4718139
4707660	4	4718139	1	4707660	4718139
4707831	4	4718139	1	4707660	4718139
4710144	4	4718139	1	4707660	4718139
4724420	4	4726981	-1	4724420	4726981
4754287	4	4757606	1	4754287	4757606
4758453	4	4764136	-1	4758453	4764136
4772413	4	4775336	1	4772413	4775336
4776051	4	4778242	1	4776051	4778242
4785234	4	4786936	1	4785234	4786936
4791744	4	4795141	-1	4791744	4795141
4802095	4	4804466	1	4802095	4804466
4817581	4	4820028	1	4817581	4820028
4826610	4	4829445	1	4826508	4829445
4826510	4	4829445	1	4826508	4829445
4826508	4	4829445	1	4826508	4829445
4829625	4	4831722	-1	4829625	4831722
4834743	4	4840659	1	4834743	4840659
4843340	4	4849185	1	4843340	4849185
4849441	4	4852563	-1	4849441	4852563
4853013	4	4854886	1	4853013	4854886
4855816	4	4858783	-1	4855816	4858783
4862475	4	4870212	1	4862475	4870212
4876316	4	4878139	1	4876316	4878139
4891391	4	4891956	-1	4891391	4891956
4899494	4	4908860	-1	4899494	4908860
4920272	4	4921878	-1	4920272	4921878
4927613	4	4928191	-1	4927613	4928191
4956445	4	4976039	-1	4956445	4976039
4981563	4	4986557	-1	4981563	4986557
4995026	4	4995475	-1	4995026	4995475
5009214	4	5011627	1	5009214	5011627
5012032	4	5017204	-1	5012032	5017204
5022709	4	5026095	-1	5022709	5026095
5039031	4	5042361	1	5039031	5042361
5049162	4	5053218	-1	5049162	5053218
5054708	4	5055661	1	5054708	5055661
5055899	4	5058423	-1	5055899	5058423
5059233	4	5059895	-1	5059233	5059895
5064702	4	5069861	1	5064702	5069861
5072304	4	5074234	-1	5072304	5074234
5088644	4	5089809	-1	5088644	5089809
5092168	4	5097567	-1	5092168	5097567
5107155	4	5108908	1	5107155	5108908
5113632	4	5119757	1	5113632	5119757
5125846	4	5126729	-1	5125846	5126729
5133309	4	5135231	1	5133309	5135231
5136093	4	5139727	-1	5136093	5139727
5143607	4	5144017	-1	5143607	5144017
5148810	4	5150745	1	5148810	5150745
5179182	4	5180366	1	5179182	5180366
5188191	4	5193784	1	5188191	5193784
5197011	4	5197537	1	5197011	5197537
5199256	4	5201052	1	5199256	5201052
5207503	4	5211733	1	5207503	5211733
5213846	4	5217969	1	5213846	5217969
5213846	4	5215180	1	5213846	5217969
5223660	4	5225109	-1	5223660	5225109
5228400	4	5229648	-1	5228400	5229648
5233936	4	5239640	1	5233936	5239640
5240399	4	5242766	-1	5240399	5242766
5243841	4	5245780	-1	5243841	5245780
5249189	4	5252993	1	5249189	5252993
5253550	4	5255813	-1	5253550	5255813
5259463	4	5264455	-1	5259463	5264455
5271044	4	5276639	1	5271044	5276639
5279504	4	5280220	1	5279504	5280220
5283785	4	5289657	1	5283785	5289657
5290516	4	5295129	1	5290516	5295129
5312747	4	5314390	1	5312747	5314390
5318162	4	5320908	-1	5318162	5320908
5331079	4	5331877	-1	5331079	5331877
5335768	4	5341758	-1	5335768	5341758
5352759	4	5355703	1	5352759	5355703
5358228	4	5358365	1	5358228	5358365
5399378	4	5401080	1	5399378	5401080
5407664	4	5409035	1	5407664	5409035
5409538	4	5410978	1	5409538	5410978
5415936	4	5419835	1	5415936	5419835
5446921	4	5452566	-1	5446921	5452566
5457204	4	5463095	-1	5457204	5463095
5463889	4	5468190	-1	5463889	5468190
5485636	4	5488660	-1	5485636	5488660
5493927	4	5497285	-1	5493927	5497285
5513158	4	5519320	1	5513158	5519320
5522034	4	5525801	1	5522034	5525801
5526344	4	5527010	-1	5526344	5527010
5534186	4	5541499	1	5534186	5541499
5542311	4	5546864	1	5542232	5546864
5542232	4	5546864	1	5542232	5546864
5542309	4	5546864	1	5542232	5546864
5549816	4	5556503	-1	5549816	5556503
5561868	4	5566426	-1	5561868	5566426
5570677	4	5572081	-1	5570677	5572081
5580764	4	5583254	1	5580764	5583254
5584530	4	5584799	1	5584530	5584799
5585810	4	5591740	-1	5585810	5591740
5594776	4	5598003	1	5594776	5598003
5594776	4	5598003	1	5594776	5598003
5598684	4	5605160	-1	5598684	5605160
5618629	4	5625317	1	5618629	5625317
5628329	4	5631671	1	5628329	5631671
5631944	4	5633618	-1	5631944	5633618
5637098	4	5638142	-1	5637098	5638142
5639913	4	5642546	1	5639913	5642546
5648540	4	5650635	1	5648540	5650635
5651851	4	5652057	-1	5651851	5652057
5658795	4	5661468	1	5658795	5661468
5665313	4	5667085	1	5665313	5667085
5670474	4	5673665	-1	5670474	5673665
5678020	4	5683155	1	5678020	5683155
5683814	4	5687084	-1	5683814	5687084
5692403	4	5693590	-1	5692403	5693590
5693829	4	5695832	1	5693829	5695832
5696938	4	5697537	1	5696938	5697537
5701613	4	5703328	1	5701613	5703328
5705299	4	5705715	1	5705299	5705715
5705718	4	5705846	1	5705718	5705846
5708731	4	5711780	1	5708731	5711780
5712870	4	5715272	1	5712870	5715272
5716198	4	5719683	-1	5716198	5719683
5721687	4	5729875	1	5721687	5729875
5749189	4	5750171	1	5749189	5750171
5751010	4	5751340	-1	5751010	5751340
5752238	4	5753536	-1	5752238	5753536
5756085	4	5757702	-1	5756085	5757702
5760692	4	5762637	-1	5760692	5762637
5764982	4	5768110	1	5764982	5768110
5773786	4	5775275	1	5773786	5775275
5776540	4	5781208	-1	5776540	5781208
5776540	4	5780582	-1	5776540	5781208
5795417	4	5797444	-1	5795417	5797444
5808755	4	5813062	-1	5808755	5813062
5820762	4	5822083	1	5820762	5822083
5825960	4	5826490	-1	5825960	5826490
5830391	4	5831750	-1	5830391	5831750
5840669	4	5842785	-1	5840669	5842785
5856627	4	5857174	-1	5856627	5857174
5862814	4	5863248	-1	5862814	5863248
5863598	4	5865352	-1	5863598	5865352
5867661	4	5876101	-1	5867661	5876101
5883351	4	5885417	-1	5883351	5885417
5886748	4	5888007	1	5886748	5888007
5910033	4	5910748	-1	5910033	5910748
5913495	4	5918350	1	5913495	5918350
5923255	4	5926151	-1	5923255	5926151
5930924	4	5932006	-1	5930924	5932006
5944110	4	5945267	-1	5944110	5945267
5949835	4	5950762	-1	5949835	5950762
5956590	4	5965928	-1	5956590	5965928
5980953	4	5986714	-1	5980953	5986714
5996166	4	6004566	-1	5996166	6004566
6046104	4	6052000	1	6046104	6052000
6052606	4	6054084	-1	6052606	6054084
6060660	4	6065564	-1	6060660	6065564
6067720	4	6070925	-1	6067720	6070925
6072240	4	6074987	-1	6072240	6074987
6076894	4	6079962	-1	6076894	6079988
6076894	4	6079988	-1	6076894	6079988
6082340	4	6085320	1	6082340	6085320
6086865	4	6087398	-1	6086865	6087398
6092197	4	6096372	-1	6092197	6096372
6101603	4	6102466	-1	6101603	6102466
6119743	4	6120830	-1	6119743	6120830
6128012	4	6131859	-1	6128012	6131859
6148370	4	6149481	-1	6148370	6149481
6176616	4	6179056	1	6176616	6179056
6188473	4	6189270	1	6188473	6189270
6197746	4	6208436	1	6197746	6208436
6210195	4	6210462	-1	6210195	6210462
6211271	4	6217314	-1	6211271	6217314
6220193	4	6227120	-1	6220193	6227120
6234167	4	6235275	-1	6234167	6235275
6251994	4	6254033	1	6251994	6254033
6256866	4	6257660	-1	6256866	6257660
6259726	4	6260337	-1	6259726	6260337
6264669	4	6268242	-1	6264669	6268242
6274338	4	6275428	1	6274338	6275428
6316196	4	6317311	1	6316196	6317311
6352084	4	6352911	1	6352084	6352911
6360587	4	6361724	-1	6360587	6361724
6375621	4	6376235	-1	6375621	6376235
6403191	4	6403484	1	6403191	6403484
6407138	4	6407287	1	6407138	6407287
6412424	4	6415352	1	6412424	6415352
6416362	4	6416694	1	6416362	6416694
6418055	4	6426683	-1	6418055	6426683
6427801	4	6431435	1	6427801	6431435
6431878	4	6434573	-1	6431878	6434573
6437936	4	6442557	1	6437936	6442557
6442793	4	6447458	-1	6442793	6447458
6447652	4	6450831	1	6447652	6450831
6451450	4	6456805	-1	6451450	6456805
6459118	4	6461711	1	6459118	6461711
6463268	4	6466720	-1	6463268	6466720
6474918	4	6475884	1	6474918	6475884
6477568	4	6482182	-1	6477568	6482182
6494760	4	6501206	1	6494760	6501206
6502868	4	6506871	-1	6502868	6506871
6502868	4	6505792	-1	6502868	6506871
6519216	4	6527681	-1	6519216	6527681
6537626	4	6546593	1	6537626	6546593
6546754	4	6551908	-1	6546754	6551908
6555872	4	6560379	1	6555872	6560379
6561144	4	6563513	-1	6561144	6563513
6561144	4	6563513	-1	6561144	6563513
6568036	4	6571325	1	6568036	6571325
6575715	4	6576101	-1	6575715	6576101
6578379	4	6579666	1	6578379	6579666
6585312	4	6585542	1	6585312	6585542
6586190	4	6591445	1	6586190	6591445
6593268	4	6600783	-1	6593268	6600783
6604918	4	6605316	-1	6604918	6605316
6611424	4	6615768	1	6611424	6615768
6616241	4	6617828	1	6616241	6617828
6618094	4	6622023	-1	6618094	6622023
6618094	4	6622023	-1	6618094	6622023
6623972	4	6627888	-1	6623972	6627888
6636816	4	6637243	1	6636816	6637243
6644200	4	6644469	-1	6644200	6644469
6657036	4	6657337	-1	6657036	6657337
6659321	4	6662117	-1	6659321	6662117
6667001	4	6672071	1	6667001	6672071
6676408	4	6680458	1	6676408	6680458
6682628	4	6683281	1	6682628	6683281
6698423	4	6698836	1	6698423	6698836
6704382	4	6707877	1	6704382	6708007
6704382	4	6708007	1	6704382	6708007
6715843	4	6717648	-1	6715843	6717648
6718347	4	6725279	-1	6718347	6725279
6728789	4	6729349	-1	6728789	6729349
6736840	4	6739563	-1	6736840	6739563
6748477	4	6750180	-1	6748477	6750180
6750778	4	6756035	1	6750778	6756035
6756786	4	6759803	-1	6756786	6759803
6760540	4	6762750	-1	6760540	6762750
6788022	4	6789145	1	6788022	6789145
6789519	4	6789938	-1	6789519	6789938
6792048	4	6793662	-1	6792048	6793662
6802759	4	6803829	1	6802759	6803829
6804256	4	6805489	-1	6804256	6805489
6814011	4	6814590	-1	6814011	6814590
6818659	4	6820356	1	6818659	6820356
6820393	4	6821340	-1	6820393	6821340
6842216	4	6844289	1	6842216	6844289
6845767	4	6852019	-1	6845767	6852019
6853756	4	6858575	-1	6853756	6858575
6871937	4	6878491	1	6871937	6878491
6880509	4	6882435	-1	6880509	6882435
6890595	4	6894485	1	6890595	6894485
6896756	4	6899813	-1	6896756	6899813
6917754	4	6925482	1	6917754	6925482
6929095	4	6929895	1	6929095	6929895
6940405	4	6941224	-1	6940405	6941224
6941667	4	6945522	-1	6941667	6945522
6984263	4	6986331	-1	6984263	6986331
7008063	4	7008658	-1	7008063	7008658
7032472	4	7035908	-1	7032472	7035908
7039127	4	7046705	1	7039127	7046705
7047416	4	7052372	1	7047416	7052372
7052641	4	7057338	1	7052641	7057338
7065376	4	7066091	1	7065376	7066091
7070572	4	7072559	-1	7070572	7072559
7074920	4	7077644	1	7074920	7077644
7079855	4	7083025	1	7079855	7083025
7091369	4	7094526	1	7091369	7094526
7096650	4	7124553	-1	7096650	7124553
7127857	4	7129421	1	7127857	7129421
7131966	4	7133696	-1	7131966	7133696
7137531	4	7141079	-1	7137531	7141079
7143803	4	7144483	-1	7143803	7144483
7145191	4	7146110	-1	7145191	7146110
7146132	4	7146668	-1	7146132	7146668
7152312	4	7154974	-1	7152312	7154974
7156957	4	7157338	1	7156957	7157338
7158873	4	7159361	-1	7158873	7159361
7164757	4	7166105	1	7164757	7166105
7168080	4	7171598	-1	7168080	7171598
7175432	4	7177186	-1	7175432	7182182
7175432	4	7182182	-1	7175432	7182182
7175432	4	7177186	-1	7175432	7182182
7189187	4	7189888	-1	7189187	7189888
7198691	4	7209752	1	7198691	7209752
7198691	4	7209752	1	7198691	7209752
7212376	4	7215717	1	7212376	7215717
7255490	4	7258337	-1	7255490	7258337
7319758	4	7320946	-1	7319758	7320946
7323890	4	7328253	-1	7323890	7328253
7333091	4	7341178	1	7333091	7341178
7341971	4	7344549	-1	7341971	7344549
7355504	4	7356495	1	7355504	7356495
7374348	4	7376191	-1	7374348	7376191
7380170	4	7381687	1	7380170	7381687
7382051	4	7383683	-1	7382051	7383683
7386011	4	7390588	1	7386011	7390588
7391235	4	7394673	-1	7391235	7394673
7452498	4	7455404	1	7452498	7455404
7458877	4	7462933	1	7458877	7462933
7458877	4	7462933	1	7458877	7462933
7466049	4	7472690	1	7466049	7472690
7479886	4	7486478	1	7479886	7486478
7490123	4	7490469	-1	7490123	7490469
7493798	4	7497913	-1	7493798	7497913
7503168	4	7508179	1	7503168	7508179
7511318	4	7512439	-1	7511318	7512439
7518790	4	7524669	1	7518790	7524669
7518802	4	7524669	1	7518790	7524669
7526166	4	7527562	-1	7526166	7527562
7527646	4	7535959	-1	7527646	7535959
7537106	4	7537390	1	7537106	7537390
7542976	4	7558105	-1	7542963	7558105
7542963	4	7557836	-1	7542963	7558105
7584683	4	7585198	1	7584683	7585198
7589919	4	7591352	-1	7589919	7591352
7594028	4	7595054	-1	7594028	7595054
7597053	4	7599974	1	7597053	7599974
7600081	4	7601905	1	7600081	7601905
7603380	4	7603784	1	7603380	7603784
7607232	4	7613353	1	7607232	7613353
7622893	4	7632597	1	7622893	7632597
7639775	4	7646635	1	7639775	7646635
7651927	4	7654300	-1	7651927	7654300
7659348	4	7662382	-1	7659348	7662382
7697901	4	7699159	-1	7697901	7699159
7789244	4	7790794	1	7789244	7790794
7791378	4	7793492	-1	7791378	7793492
7797777	4	7804694	-1	7797777	7804694
7811999	4	7816267	1	7811999	7816267
7817929	4	7821666	1	7817929	7821666
7824095	4	7828180	1	7824095	7828180
7832231	4	7834810	1	7832231	7834810
7842768	4	7845990	1	7842768	7845990
7846995	4	7847951	1	7846995	7847951
7887263	4	7888750	-1	7887263	7888750
7887263	4	7888750	-1	7887263	7888750
7908717	4	7909118	-1	7908717	7909118
7911565	4	7912054	-1	7911565	7912054
7917777	4	7922082	1	7917777	7922082
7922294	4	7931065	-1	7922294	7931065
7933966	4	7940405	1	7933966	7940405
7942655	4	7944113	-1	7942655	7944113
7949618	4	7950058	1	7949618	7950058
7954331	4	7954882	-1	7954331	7954882
7958776	4	7966396	1	7958776	7966396
7975359	4	7979083	-1	7975359	7979083
7982148	4	7987402	1	7982148	7987402
8003260	4	8005112	1	8003260	8005112
8013624	4	8015391	-1	8013624	8015391
8017925	4	8021966	-1	8017925	8021966
8031063	4	8034409	-1	8031063	8034409
8054856	4	8055230	1	8054856	8055230
8057906	4	8063320	-1	8057906	8063320
8065587	4	8072833	1	8065587	8072833
8079900	4	8082264	1	8079900	8082264
8082576	4	8084194	-1	8082576	8084194
8089539	4	8091401	-1	8089539	8091401
8119383	4	8121228	1	8119383	8121228
8125873	4	8126022	1	8125873	8126022
8152643	4	8154100	-1	8152643	8154100
8164964	4	8168542	1	8164964	8168542
8170621	4	8171069	-1	8170621	8171069
8173251	4	8180965	-1	8173251	8180965
8205057	4	8210311	1	8205057	8210311
8234475	4	8235599	1	8234475	8235599
8235728	4	8237462	1	8235728	8237462
8241557	4	8246944	1	8241557	8246944
8241557	4	8246944	1	8241557	8246944
8260827	4	8261911	1	8260827	8261911
8281044	4	8281214	1	8281044	8281214
8290182	4	8294437	1	8290182	8294437
8297294	4	8298099	1	8297294	8298099
8311126	4	8313788	1	8311126	8313788
8321235	4	8323649	1	8321235	8323649
8326650	4	8327648	1	8326650	8327648
8327772	4	8338882	1	8327772	8338882
8340867	4	8341188	1	8340867	8341188
8343016	4	8343332	-1	8343016	8343332
8343333	4	8343602	-1	8343333	8343602
8348794	4	8352372	-1	8348794	8352372
8356109	4	8360696	1	8356109	8360696
8360969	4	8362968	-1	8360969	8362968
8375586	4	8384425	-1	8375586	8384425
8389479	4	8392579	1	8389479	8392579
8446603	4	8453069	1	8446603	8453069
8453863	4	8453985	1	8453863	8453985
8454461	4	8456009	-1	8454461	8456009
8490877	4	8491974	1	8490877	8491974
8583665	4	8586592	1	8583665	8586592
8589647	4	8599637	-1	8589647	8599637
8589647	4	8599637	-1	8589647	8599637
8603308	4	8608887	1	8603308	8608887
8613623	4	8622422	1	8613623	8622422
8640235	4	8644540	1	8640235	8644540
8650991	4	8652313	-1	8650991	8652313
8658426	4	8659014	1	8658426	8659014
8662318	4	8663963	1	8662318	8663963
8666172	4	8675910	-1	8666172	8675910
8699489	4	8700769	1	8699489	8700769
8703436	4	8706803	1	8703436	8706803
8717629	4	8718291	1	8717629	8718291
8734648	4	8736591	1	8734648	8736591
8769796	4	8770410	-1	8769796	8770410
8773735	4	8774466	1	8773735	8774466
8779075	4	8780247	-1	8779075	8780247
8783029	4	8788527	1	8783029	8788527
8789349	4	8789642	-1	8789349	8789642
8796813	4	8797821	1	8796813	8797821
8799623	4	8800441	1	8799623	8800441
8813591	4	8814228	-1	8813591	8814228
8874015	4	8877751	-1	8874015	8877751
8881027	4	8886734	1	8881027	8886734
8892105	4	8895526	-1	8892105	8895526
8921212	4	8924444	-1	8921212	8924444
8933661	4	8935372	-1	8933661	8935372
8958393	4	8961687	1	8958393	8961687
8977220	4	8982457	1	8977220	8982457
8977776	4	8982129	1	8977220	8982457
8983300	4	8985587	-1	8983300	8985587
8991530	4	8991949	-1	8991530	8991949
9004416	4	9005771	1	9004416	9005771
9015876	4	9016517	1	9015876	9016517
9020222	4	9020573	-1	9020222	9020573
9020789	4	9025988	1	9020789	9025988
9026413	4	9027444	1	9026413	9027444
9040616	4	9041982	1	9040616	9041982
9100370	4	9100819	-1	9100370	9100819
9167126	4	9167506	-1	9167126	9167506
9200493	4	9215476	1	9200493	9215476
9225879	4	9228850	-1	9225879	9228850
9342276	4	9343469	1	9342276	9343469
9381944	4	9383000	1	9381944	9383000
9386737	4	9388263	-1	9386737	9388263
9388426	4	9391354	1	9388426	9391354
9420645	4	9421922	1	9420645	9421922
9423788	4	9429225	-1	9423788	9429225
9436819	4	9438274	1	9436819	9438274
9458420	4	9459629	1	9458420	9459629
9467169	4	9472224	1	9467169	9472224
9474761	4	9478567	-1	9474761	9478567
9497951	4	9505646	1	9497951	9505646
9508112	4	9511126	-1	9508112	9511126
9526775	4	9527713	-1	9526775	9527713
9575522	4	9575993	1	9575522	9575993
9587603	4	9588367	-1	9587603	9588367
9619359	4	9623687	1	9619359	9623687
9642285	4	9644157	-1	9642285	9644157
9658405	4	9660121	1	9658405	9660121
9663861	4	9668477	1	9663861	9668477
9689601	4	9691318	-1	9689601	9691318
9704357	4	9704586	-1	9704357	9704586
9728486	4	9728650	-1	9728486	9728650
9730358	4	9732886	1	9730358	9732886
9748256	4	9753908	1	9748256	9753908
9778589	4	9780917	1	9778589	9780917
9784569	4	9787915	1	9784569	9787915
9789984	4	9795526	1	9789984	9795526
9812273	4	9814048	-1	9812273	9814048
9819489	4	9821165	-1	9819489	9821165
9823692	4	9823856	-1	9823692	9823856
9827804	4	9828227	-1	9827804	9828227
9834113	4	9837305	1	9834113	9837305
9838343	4	9840620	-1	9838343	9840620
9869034	4	9871191	1	9869034	9871191
9872055	4	9872471	1	9872055	9872471
9879991	4	9881384	-1	9879991	9881384
9886829	4	9888743	1	9886829	9888743
9892587	4	9893434	-1	9892587	9893434
9908971	4	9911432	1	9908971	9911432
9913557	4	9915200	1	9913557	9915200
9916667	4	9916831	-1	9916667	9916831
9918299	4	9921285	1	9918299	9921285
9930784	4	9931899	-1	9930784	9931899
9943654	4	9948036	1	9943654	9948036
