# redundant lines because of different exons.
#Chromosome/scaffold	TES	Strand
10	51145203	1
10	51145203	1
10	51145203	1
2	62437102	1
2	62437102	1
10	55667824	-1
4	7052372	1
4	7052372	1
4	7052372	1
4	7052372	1
4	7052372	1
4	7052372	1
4	7052372	1
4	7052372	1
4	7052372	1
1	61137959	1
1	61137959	1
1	61137959	1
10	59145170	-1
10	59145170	-1
10	59145170	-1
10	59145170	-1
10	59145170	-1
10	59145170	-1
10	59145170	-1
10	50156051	1
10	50156051	1
10	50156051	1
10	50156051	1
10	50156051	1
8	42849347	-1
8	42849347	-1
8	42849347	-1
8	42849347	-1
3	57909476	-1
3	57909476	-1
3	57909476	-1
3	57909476	-1
3	57909476	-1
3	62722950	-1
1	19736145	-1
1	19736145	-1
1	19736145	-1
1	19736145	-1
1	19736145	-1
1	19736145	-1
1	19736145	-1
1	19736145	-1
1	19736145	-1
1	19736145	-1
1	19736145	-1
1	19736145	-1
1	19736145	-1
10	14400305	1
10	14400305	1
5	58268517	1
5	58268517	1
5	58268517	1
5	60674279	-1
5	60674279	-1
4	2158696	1
4	2158696	1
4	2158696	1
4	2158696	1
5	6913476	1
5	6913476	1
5	6913476	1
5	6913476	1
5	6913476	1
5	6913476	1
5	6913476	1
5	6913476	1
5	6913476	1
5	6913476	1
5	6913476	1
5	6913476	1
5	6913476	1
5	6913476	1
5	6913476	1
4	54906418	1
4	54906418	1
4	54906418	1
4	54906418	1
4	54906418	1
4	54906418	1
4	54906418	1
4	54906418	1
3	65796460	-1
10	7368772	1
10	7368772	1
10	5362553	1
10	5362553	1
10	5362553	1
10	5362553	1
10	5362553	1
10	5362553	1
10	5362553	1
10	5362553	1
10	5362553	1
10	5362553	1
10	5362553	1
10	5362553	1
10	5362553	1
10	5362553	1
10	5362553	1
10	5362553	1
10	5362553	1
2	66786326	-1
2	66786326	-1
2	66786326	-1
2	66786326	-1
2	66786326	-1
2	66786326	-1
2	66786326	-1
3	2605423	1
3	2605423	1
3	2605423	1
3	2605423	1
3	2605423	1
3	2605423	1
3	2605423	1
1	64379829	1
1	64379829	1
1	64379829	1
1	64379829	1
1	64379829	1
1	64379829	1
1	64379829	1
1	64379829	1
1	64379829	1
1	64379829	1
1	58786480	-1
1	58786480	-1
4	57819809	1
4	57819809	1
7	6689156	-1
7	6689156	-1
7	6689156	-1
7	6689156	-1
7	6689156	-1
7	6689156	-1
7	6689156	-1
7	6689156	-1
7	6689156	-1
7	6689156	-1
7	6689156	-1
7	6689156	-1
7	6689156	-1
4	6546754	-1
4	6546754	-1
4	6546754	-1
4	6546754	-1
4	6546754	-1
4	6546754	-1
2	7997692	1
2	7997692	1
2	7997692	1
2	7997692	1
2	7997692	1
2	7997692	1
2	7997692	1
2	7997692	1
2	7997692	1
2	7997692	1
2	7997692	1
2	7997692	1
2	7997692	1
4	48831630	1
4	48831630	1
4	48831630	1
4	48831630	1
6	53093913	-1
6	53093913	-1
6	53093913	-1
1	52923183	1
4	60078477	1
2	72770702	1
2	72770702	1
2	72770702	1
2	72770702	1
2	72770702	1
2	72770702	1
2	72770702	1
2	72770702	1
2	72770702	1
2	72770702	1
2	72770702	1
2	72770702	1
2	72770702	1
10	55279339	1
10	55279339	1
5	45738415	1
5	45738415	1
4	61764750	1
4	61764750	1
4	61764750	1
2	10558638	-1
2	10558638	-1
3	46392050	-1
3	46392050	-1
3	67197923	-1
3	67197923	-1
3	67197923	-1
3	67197923	-1
3	67197923	-1
3	67197923	-1
5	8382119	-1
5	8382119	-1
5	8382119	-1
5	8382119	-1
5	8382119	-1
5	8382119	-1
5	8382119	-1
5	8382119	-1
5	8382119	-1
5	8382119	-1
5	8382119	-1
1	3630837	1
1	3630837	1
1	3630837	1
1	3630837	1
1	3630837	1
1	3630837	1
1	3630837	1
3	66180555	-1
3	66180555	-1
3	66180555	-1
3	66180555	-1
3	66180555	-1
9	65105	1
4	55747811	1
4	55747811	1
10	1227345	1
10	1227345	1
1	63675162	-1
1	63675162	-1
1	4422592	-1
1	4422592	-1
1	4422592	-1
1	4422592	-1
1	4422592	-1
1	4422592	-1
1	4422592	-1
1	4422592	-1
1	4422592	-1
1	4422592	-1
1	4422592	-1
1	4422592	-1
1	4422592	-1
1	4422592	-1
1	4422592	-1
1	4422592	-1
1	4422592	-1
1	4422592	-1
1	4422592	-1
1	4422592	-1
1	4422592	-1
1	4422592	-1
6	61950465	1
6	61950465	1
6	61950465	1
6	61950465	1
6	61950465	1
6	61950465	1
6	61950465	1
6	61950465	1
6	61950465	1
6	61950465	1
6	61950465	1
6	61950465	1
6	61950465	1
6	61950465	1
6	61950465	1
6	61950465	1
6	61950465	1
6	61950465	1
6	61950465	1
6	61950465	1
6	61950465	1
6	61950465	1
6	61950465	1
6	61950465	1
6	61950465	1
6	61950465	1
6	61950465	1
6	61950465	1
6	61950465	1
10	44645841	1
10	44645841	1
10	44645841	1
10	44645841	1
10	44645841	1
10	44645841	1
10	44645841	1
10	44645841	1
10	44645841	1
10	44645841	1
10	44645841	1
3	62020497	-1
3	62020497	-1
3	62020497	-1
3	62020497	-1
3	62020497	-1
3	62020497	-1
3	62020497	-1
3	62020497	-1
3	62020497	-1
3	62020497	-1
3	62020497	-1
3	62020497	-1
10	58243261	-1
10	58243261	-1
10	58243261	-1
3	66465870	-1
3	61016133	1
3	61016133	1
3	61016133	1
3	61016133	1
3	61016133	1
3	61016133	1
3	61016133	1
2	66332035	-1
2	66332035	-1
2	66332035	-1
2	66332035	-1
4	53899002	-1
4	53899002	-1
4	53899002	-1
4	53899002	-1
6	55125081	1
6	55125081	1
6	55125081	1
6	55125081	1
6	55125081	1
6	55125081	1
6	55125081	1
4	63949718	1
4	63949718	1
1	5094497	1
1	5094497	1
1	5094497	1
1	5094497	1
1	5094497	1
1	5094497	1
1	5094497	1
1	5094497	1
1	5094497	1
1	5094497	1
1	5094497	1
1	5094497	1
1	5094497	1
1	5094497	1
1	5094497	1
6	60250645	1
6	60250645	1
6	60250645	1
6	60250645	1
6	60250645	1
6	60250645	1
6	50548819	-1
6	50548819	-1
6	51355573	-1
6	51355573	-1
6	61874452	1
6	61874452	1
6	61874452	1
3	69772925	-1
3	69772925	-1
3	70210250	1
3	70210250	1
3	70210250	1
5	2206124	1
5	2206124	1
5	2206124	1
5	2206124	1
5	2206124	1
5	2206124	1
5	2206124	1
5	2206124	1
5	2206124	1
5	2206124	1
5	2206124	1
5	2206124	1
5	2206124	1
5	2206124	1
5	2206124	1
1	18148364	1
1	18148364	1
1	18148364	1
1	18148364	1
1	18148364	1
1	18148364	1
1	18148364	1
1	18148364	1
1	18148364	1
1	18148364	1
1	18148364	1
1	18148364	1
1	18148364	1
1	10694076	1
1	10694076	1
1	10694076	1
1	10694076	1
1	10694076	1
1	10694076	1
1	10694076	1
1	10694076	1
3	66954297	-1
3	66954297	-1
3	66954297	-1
3	66954297	-1
3	66954297	-1
3	66954297	-1
3	66954297	-1
3	66954297	-1
3	66954297	-1
3	66954297	-1
3	66954297	-1
3	66954297	-1
3	66954297	-1
3	7619814	1
3	7619814	1
8	52662345	-1
8	52662345	-1
8	52662345	-1
8	52662345	-1
8	52662345	-1
8	52662345	-1
8	52662345	-1
6	60424023	-1
6	60424023	-1
6	60424023	-1
6	60424023	-1
6	60424023	-1
9	50462390	-1
9	50462390	-1
9	50462390	-1
9	50462390	-1
1	7579356	1
1	7579356	1
1	7579356	1
1	7579356	1
1	7579356	1
6	60617337	-1
6	60617337	-1
6	60617337	-1
9	55304206	-1
9	55304206	-1
9	55304206	-1
3	375293	-1
3	375293	-1
3	375293	-1
3	375293	-1
3	375293	-1
3	375293	-1
3	375293	-1
3	375293	-1
3	375293	-1
3	375293	-1
3	375293	-1
3	375293	-1
3	375293	-1
3	375293	-1
1	9791278	-1
1	9791278	-1
1	9791278	-1
1	9791278	-1
1	9791278	-1
1	9791278	-1
1	9791278	-1
1	9791278	-1
3	68739184	1
3	68739184	1
3	68739184	1
3	68739184	1
4	763636	-1
4	763636	-1
2	63406521	1
2	63406521	1
2	63406521	1
2	63406521	1
2	63406521	1
2	63406521	1
3	71528372	-1
3	71528372	-1
3	71528372	-1
3	71528372	-1
3	71528372	-1
3	71528372	-1
3	71528372	-1
3	71528372	-1
3	71528372	-1
3	71528372	-1
3	71528372	-1
3	71528372	-1
1	12221656	-1
6	32504610	1
6	32504610	1
6	32504610	1
6	32504610	1
9	2962708	1
9	2962708	1
9	2962708	1
9	2962708	1
2	6643084	-1
2	6643084	-1
5	1515914	-1
5	1515914	-1
5	1515914	-1
5	1515914	-1
5	1515914	-1
5	1515914	-1
3	56033765	1
6	61558233	-1
1	63014191	-1
1	63014191	-1
1	63014191	-1
1	63014191	-1
1	63014191	-1
1	63014191	-1
2	64932149	1
2	64932149	1
2	64932149	1
2	64932149	1
6	60973379	1
6	60973379	1
6	60973379	1
6	60973379	1
6	60973379	1
6	60973379	1
6	60973379	1
6	60973379	1
6	60973379	1
6	60973379	1
6	60973379	1
6	60973379	1
6	60973379	1
3	8642121	-1
1	58786480	-1
1	58786480	-1
6	39102257	1
6	39102257	1
6	39102257	1
6	39102257	1
1	55270167	1
1	55270167	1
1	55270167	1
1	55270167	1
1	55270167	1
1	55270167	1
1	55270167	1
1	55270167	1
1	55270167	1
1	55270167	1
1	55270167	1
1	55270167	1
1	55270167	1
4	1663512	-1
4	1663512	-1
4	1663512	-1
4	1663512	-1
4	1663512	-1
4	61145410	1
4	61145410	1
4	61145410	1
4	61145410	1
4	61145410	1
9	4524401	1
9	4524401	1
9	4524401	1
9	4524401	1
9	4524401	1
9	4524401	1
9	4524401	1
9	4524401	1
5	59228686	-1
5	59228686	-1
4	3242740	-1
4	53055033	-1
4	53055033	-1
4	53055033	-1
4	53055033	-1
4	53055033	-1
4	53055033	-1
4	64307126	-1
4	64307126	-1
4	64307126	-1
4	64307126	-1
6	32353930	1
1	53664669	1
1	53664669	1
1	53664669	1
1	53664669	1
1	53664669	1
1	53664669	1
1	53664669	1
1	53664669	1
1	53664669	1
1	53664669	1
6	56084328	1
6	56084328	1
2	62745198	-1
2	62745198	-1
2	62745198	-1
2	62745198	-1
2	62745198	-1
2	62745198	-1
2	62745198	-1
2	62745198	-1
1	3074942	1
1	3074942	1
1	3074942	1
1	3074942	1
1	3074942	1
1	3074942	1
1	3074942	1
6	45966887	1
5	53189148	1
5	53189148	1
5	53189148	1
5	53189148	1
6	50777804	1
2	62257190	1
2	62257190	1
2	62257190	1
2	62257190	1
2	62257190	1
2	62257190	1
3	7280307	-1
3	7280307	-1
3	7280307	-1
3	7280307	-1
3	7280307	-1
3	7280307	-1
3	7280307	-1
3	7280307	-1
3	7280307	-1
3	7280307	-1
3	7280307	-1
3	7280307	-1
4	4120720	-1
4	4120720	-1
1	60698358	1
1	60698358	1
1	60698358	1
1	60698358	1
1	60698358	1
1	60698358	1
5	4545432	1
5	4545432	1
5	4545432	1
5	4545432	1
5	4545432	1
3	52030770	-1
3	52030770	-1
3	52030770	-1
3	52030770	-1
3	52030770	-1
3	52030770	-1
3	52030770	-1
3	52030770	-1
3	52030770	-1
3	52030770	-1
3	52030770	-1
3	52030770	-1
3	52030770	-1
3	52030770	-1
3	52030770	-1
3	52030770	-1
3	52030770	-1
3	52030770	-1
3	52030770	-1
3	52030770	-1
3	52030770	-1
3	52030770	-1
3	52030770	-1
3	52030770	-1
3	52030770	-1
3	52030770	-1
3	52030770	-1
3	52030770	-1
3	52030770	-1
3	52030770	-1
3	52030770	-1
3	58778890	1
3	58778890	1
3	58778890	1
3	58778890	1
3	58778890	1
8	1265264	-1
8	1265264	-1
8	1265264	-1
8	1265264	-1
8	1265264	-1
8	1265264	-1
8	1265264	-1
8	1265264	-1
8	1265264	-1
7	61095177	-1
7	61095177	-1
7	61095177	-1
7	61095177	-1
7	61095177	-1
7	61095177	-1
7	61095177	-1
1	5866682	-1
1	5866682	-1
1	5866682	-1
1	20054175	1
1	20054175	1
1	20054175	1
1	62653309	1
7	847210	1
7	847210	1
7	847210	1
7	847210	1
7	847210	1
7	847210	1
7	847210	1
7	847210	1
7	847210	1
7	847210	1
4	1293834	-1
4	1293834	-1
4	1293834	-1
4	1293834	-1
4	1293834	-1
4	1293834	-1
4	1293834	-1
4	1293834	-1
4	1293834	-1
4	1293834	-1
4	1293834	-1
4	1293834	-1
3	56539206	1
3	56539206	1
3	56539206	1
3	56539206	1
3	56539206	1
10	12593345	1
10	12593345	1
10	12593345	1
10	12593345	1
10	12593345	1
3	55686426	-1
3	55686426	-1
3	55686426	-1
3	55686426	-1
3	55686426	-1
3	55686426	-1
3	55686426	-1
3	55686426	-1
3	55686426	-1
3	55686426	-1
3	55686426	-1
3	55686426	-1
3	55686426	-1
3	55686426	-1
3	55686426	-1
3	55686426	-1
3	55686426	-1
3	55686426	-1
3	55686426	-1
3	55686426	-1
3	55686426	-1
3	55686426	-1
3	55686426	-1
3	55686426	-1
3	55686426	-1
3	55686426	-1
2	77301475	-1
2	77301475	-1
2	77301475	-1
2	77301475	-1
2	77301475	-1
2	77301475	-1
2	77301475	-1
2	77301475	-1
1	12814279	1
1	12814279	1
1	12814279	1
1	12814279	1
1	12814279	1
1	12814279	1
5	10420542	-1
5	10420542	-1
5	10420542	-1
10	1545046	-1
10	1545046	-1
10	1545046	-1
10	1545046	-1
10	1545046	-1
10	1545046	-1
10	1545046	-1
4	60173907	1
3	58113825	-1
3	58113825	-1
3	58113825	-1
3	58113825	-1
3	58113825	-1
6	51604073	1
6	51604073	1
6	51604073	1
8	45737577	1
8	45737577	1
8	45737577	1
8	45737577	1
8	45737577	1
8	45737577	1
8	45737577	1
8	45737577	1
8	45737577	1
8	45737577	1
8	45737577	1
8	45737577	1
8	45737577	1
8	45737577	1
8	45737577	1
6	54509293	1
6	54509293	1
6	54509293	1
6	54509293	1
1	61929253	-1
1	61929253	-1
1	31996235	-1
1	31996235	-1
1	31996235	-1
1	31996235	-1
1	31996235	-1
1	31996235	-1
1	31996235	-1
1	31996235	-1
1	31996235	-1
1	31996235	-1
1	31996235	-1
1	31996235	-1
1	31996235	-1
1	31996235	-1
1	31996235	-1
9	52714489	-1
9	52714489	-1
9	52714489	-1
9	52714489	-1
9	3627340	-1
4	1257709	1
4	1257709	1
1	4279791	-1
1	4279791	-1
1	4279791	-1
1	4279791	-1
1	4279791	-1
1	4279791	-1
1	4279791	-1
1	4279791	-1
1	4279791	-1
1	4279791	-1
1	4279791	-1
1	4279791	-1
1	4279791	-1
1	4279791	-1
1	4279791	-1
1	4279791	-1
1	4279791	-1
1	63055010	-1
1	63055010	-1
1	63055010	-1
1	63055010	-1
1	63055010	-1
1	63055010	-1
1	63055010	-1
1	63055010	-1
1	63055010	-1
1	63055010	-1
1	65831221	1
1	65831221	1
1	65831221	1
1	65831221	1
1	65831221	1
1	65831221	1
1	65831221	1
1	65831221	1
1	65831221	1
1	65831221	1
1	65831221	1
1	65831221	1
1	65831221	1
1	65831221	1
3	2107149	1
3	2107149	1
3	2107149	1
3	2107149	1
3	2107149	1
3	2107149	1
3	51208766	-1
3	51208766	-1
3	51208766	-1
3	51208766	-1
3	51208766	-1
3	51208766	-1
10	60805981	-1
10	60805981	-1
10	60805981	-1
10	60805981	-1
10	60805981	-1
10	60805981	-1
10	60805981	-1
10	60805981	-1
10	60805981	-1
10	60805981	-1
10	60805981	-1
2	56258031	1
2	56258031	1
2	56258031	1
1	72358953	-1
1	72358953	-1
1	72358953	-1
1	72358953	-1
1	72358953	-1
1	72358953	-1
1	72358953	-1
4	64054560	1
4	64054560	1
4	64054560	1
4	64054560	1
4	64054560	1
4	64054560	1
4	64054560	1
4	64054560	1
1	65653424	1
1	65653424	1
1	65653424	1
3	3960146	1
3	3960146	1
7	63029524	-1
7	63029524	-1
7	63029524	-1
7	63029524	-1
7	63029524	-1
7	63029524	-1
3	57920286	1
3	57920286	1
3	57920286	1
3	57920286	1
3	57920286	1
3	57920286	1
10	57773017	1
10	57773017	1
3	7780289	1
3	7780289	1
3	7780289	1
3	7780289	1
7	49682600	1
7	49682600	1
7	49682600	1
7	49682600	1
7	49682600	1
10	59155059	-1
10	59155059	-1
10	59155059	-1
10	59155059	-1
3	65517440	-1
3	65517440	-1
3	65517440	-1
3	65517440	-1
3	65517440	-1
3	65517440	-1
3	65517440	-1
3	65517440	-1
4	59566100	-1
4	59566100	-1
4	59566100	-1
4	59566100	-1
4	59566100	-1
6	48926749	-1
6	48926749	-1
6	48926749	-1
6	48926749	-1
6	48926749	-1
6	48926749	-1
6	48926749	-1
6	48926749	-1
6	48926749	-1
6	48926749	-1
6	48926749	-1
6	48926749	-1
6	48926749	-1
6	48926749	-1
6	48926749	-1
6	48926749	-1
6	48926749	-1
6	48926749	-1
6	48926749	-1
5	54753135	1
5	54753135	1
9	2928934	1
9	2928934	1
9	2928934	1
9	2928934	1
9	2928934	1
9	2928934	1
9	2928934	1
9	2928934	1
9	2928934	1
9	2928934	1
9	2928934	1
3	4121822	-1
3	4121822	-1
3	4121822	-1
3	4121822	-1
6	53742692	1
8	52572884	1
1	18280057	-1
1	18280057	-1
1	18280057	-1
1	18280057	-1
3	56327693	1
3	56327693	1
3	56327693	1
3	56327693	1
3	56327693	1
3	56327693	1
3	56327693	1
3	56327693	1
3	56327693	1
3	56327693	1
3	56327693	1
3	56327693	1
4	4422960	1
4	4422960	1
2	69640788	1
2	69640788	1
2	69640788	1
2	69640788	1
7	60898352	-1
7	60898352	-1
7	60898352	-1
7	60898352	-1
7	60898352	-1
7	60898352	-1
4	66478839	-1
4	66478839	-1
4	66478839	-1
4	66478839	-1
4	66478839	-1
4	66478839	-1
4	66478839	-1
4	66478839	-1
4	66478839	-1
4	66478839	-1
4	66478839	-1
7	57828384	1
7	57828384	1
7	57828384	1
7	57828384	1
7	57828384	1
7	57828384	1
7	57828384	1
2	628238	-1
2	628238	-1
2	628238	-1
2	628238	-1
2	628238	-1
2	628238	-1
2	628238	-1
2	628238	-1
2	628238	-1
2	628238	-1
2	628238	-1
2	628238	-1
3	11212885	-1
3	11212885	-1
3	11212885	-1
3	11212885	-1
5	57719932	1
5	57719932	1
5	57719932	1
5	57719932	1
5	57719932	1
5	57719932	1
5	57719932	1
5	57719932	1
5	57719932	1
5	57719932	1
5	57719932	1
5	57719932	1
4	14949487	-1
4	14949487	-1
4	14949487	-1
4	14949487	-1
4	14949487	-1
4	14949487	-1
4	14949487	-1
4	14949487	-1
4	14949487	-1
2	60989856	1
2	60989856	1
2	60989856	1
2	60989856	1
2	60989856	1
2	60989856	1
10	59426297	1
10	59426297	1
10	59426297	1
10	59426297	1
10	59426297	1
10	59426297	1
3	63995967	1
3	63995967	1
3	63995967	1
3	63995967	1
3	6672947	-1
3	6672947	-1
3	6672947	-1
3	6672947	-1
3	6672947	-1
3	6672947	-1
2	67363892	1
2	67363892	1
2	67363892	1
2	67363892	1
2	67363892	1
2	67363892	1
2	67363892	1
2	67363892	1
2	67363892	1
2	67363892	1
2	67363892	1
2	67363892	1
6	53205915	-1
6	53205915	-1
6	53205915	-1
6	53205915	-1
6	53205915	-1
2	18828382	-1
2	18828382	-1
2	18828382	-1
2	18828382	-1
9	230820	-1
9	230820	-1
9	230820	-1
9	230820	-1
9	230820	-1
9	230820	-1
9	230820	-1
9	230820	-1
1	50268219	-1
1	50268219	-1
1	69072542	-1
1	69072542	-1
1	69072542	-1
1	69072542	-1
1	69072542	-1
6	1860548	1
6	1860548	1
6	1860548	1
6	1860548	1
6	1860548	1
6	1860548	1
6	1860548	1
6	1860548	1
6	1860548	1
6	1860548	1
6	1860548	1
6	1860548	1
6	1860548	1
10	86612	1
10	86612	1
10	86612	1
10	86612	1
2	63184303	-1
2	63184303	-1
2	63184303	-1
2	63184303	-1
2	63184303	-1
4	12581088	-1
4	12581088	-1
4	12581088	-1
4	12581088	-1
4	12581088	-1
2	72438332	-1
2	72438332	-1
2	72438332	-1
2	72438332	-1
6	58517666	1
6	58517666	1
6	58517666	1
6	58517666	1
6	58517666	1
6	58517666	1
6	58517666	1
6	58517666	1
6	58517666	1
6	58517666	1
1	67147012	1
1	67147012	1
1	67147012	1
1	67147012	1
1	67147012	1
1	67147012	1
1	67147012	1
1	67147012	1
4	60945771	-1
4	60945771	-1
4	60945771	-1
4	60945771	-1
2	72307411	-1
2	72307411	-1
2	72307411	-1
2	72307411	-1
2	72307411	-1
2	72307411	-1
6	58375463	-1
6	58375463	-1
6	58375463	-1
6	58375463	-1
6	58375463	-1
6	58375463	-1
10	50667110	-1
10	50667110	-1
10	50667110	-1
1	69439120	-1
1	69439120	-1
1	9367422	-1
1	9367422	-1
1	9367422	-1
1	9367422	-1
1	9367422	-1
1	9367422	-1
1	9367422	-1
1	9367422	-1
1	9367422	-1
7	1605890	-1
7	1605890	-1
2	9395930	1
1	2130430	1
1	2130430	1
1	2130430	1
10	58066208	1
10	58066208	1
10	58066208	1
10	58066208	1
10	58066208	1
10	58066208	1
10	58066208	1
10	58066208	1
4	58162843	-1
4	58162843	-1
4	58162843	-1
4	58162843	-1
2	72074044	-1
2	72074044	-1
2	72074044	-1
2	72074044	-1
2	72074044	-1
8	7896872	1
8	7896872	1
8	7896872	1
8	7896872	1
4	8360696	1
4	8360696	1
4	8360696	1
4	8360696	1
4	8360696	1
4	8360696	1
4	8360696	1
4	8360696	1
7	59014214	-1
7	59014214	-1
7	59014214	-1
7	59014214	-1
7	59014214	-1
7	59014214	-1
7	59014214	-1
7	59014214	-1
7	59014214	-1
7	59014214	-1
1	63508152	-1
1	63508152	-1
1	3695384	-1
1	3695384	-1
1	3695384	-1
1	3695384	-1
1	3695384	-1
9	4910985	-1
9	4910985	-1
9	4910985	-1
9	4910985	-1
9	4910985	-1
9	4910985	-1
9	4910985	-1
9	4910985	-1
9	4910985	-1
9	4910985	-1
9	4910985	-1
9	4910985	-1
9	4910985	-1
9	4910985	-1
9	4910985	-1
9	4910985	-1
1	11154152	-1
1	11154152	-1
1	11154152	-1
1	11154152	-1
1	11154152	-1
1	11154152	-1
1	11154152	-1
1	11154152	-1
1	11154152	-1
1	11154152	-1
1	11154152	-1
6	44563256	1
6	44563256	1
6	44563256	1
6	44563256	1
6	44563256	1
6	44563256	1
4	3792438	-1
10	2167629	-1
3	3006431	-1
3	64251639	-1
3	64251639	-1
3	64251639	-1
3	64251639	-1
3	64251639	-1
3	64251639	-1
3	64251639	-1
3	64251639	-1
6	3296581	-1
6	3296581	-1
6	3296581	-1
6	3296581	-1
6	3296581	-1
6	3296581	-1
6	3296581	-1
6	3296581	-1
6	3296581	-1
6	3296581	-1
6	3296581	-1
6	3296581	-1
6	3296581	-1
6	3296581	-1
2	63524486	-1
3	69934145	1
3	69934145	1
3	69934145	1
3	69934145	1
3	69934145	1
3	69934145	1
3	69934145	1
3	69934145	1
3	69934145	1
3	69934145	1
3	69934145	1
6	46571421	1
6	46571421	1
6	46571421	1
6	46571421	1
1	7158750	1
1	7158750	1
6	50544432	-1
6	50544432	-1
6	50544432	-1
6	50544432	-1
9	54823891	1
9	54823891	1
9	54823891	1
9	54823891	1
9	54823891	1
9	54823891	1
9	54823891	1
4	60184990	-1
4	60184990	-1
4	60184990	-1
4	60184990	-1
4	60184990	-1
4	60184990	-1
4	60184990	-1
4	60184990	-1
4	60184990	-1
4	60184990	-1
4	60184990	-1
4	60184990	-1
4	60184990	-1
4	60184990	-1
1	12607594	1
1	12607594	1
1	12607594	1
1	12607594	1
1	12607594	1
1	12607594	1
1	12607594	1
9	54607241	1
9	54607241	1
9	54607241	1
9	54607241	1
9	54607241	1
9	54607241	1
9	54607241	1
9	54607241	1
9	54607241	1
9	54173778	-1
2	72002734	1
2	72002734	1
8	1764616	1
8	1764616	1
8	1764616	1
8	1764616	1
8	1764616	1
8	1764616	1
8	1764616	1
3	17918529	-1
3	54935202	-1
3	54935202	-1
3	5825682	1
5	57601730	1
5	57601730	1
5	57601730	1
5	57601730	1
1	5290441	1
1	5290441	1
1	5290441	1
1	5290441	1
1	5290441	1
1	5290441	1
1	5290441	1
1	5290441	1
10	2324749	1
10	2324749	1
10	2324749	1
8	48233465	1
8	48233465	1
8	48233465	1
8	48233465	1
8	48233465	1
8	48233465	1
8	48233465	1
8	48233465	1
8	48233465	1
8	48233465	1
8	48233465	1
8	48233465	1
8	48233465	1
1	67981206	1
1	67981206	1
1	67981206	1
1	67981206	1
1	67981206	1
1	67981206	1
1	67981206	1
1	67981206	1
1	67981206	1
1	48744653	1
1	48744653	1
1	48744653	1
4	2038860	1
4	2038860	1
4	2038860	1
4	2038860	1
4	2038860	1
10	55100969	1
10	55100969	1
10	55100969	1
10	55100969	1
10	55100969	1
10	55100969	1
10	55100969	1
10	3911196	1
10	3911196	1
10	3911196	1
6	46601171	1
6	46601171	1
6	46601171	1
6	46601171	1
6	46601171	1
6	46601171	1
3	51448679	-1
9	6930208	-1
9	6930208	-1
1	59666885	1
1	59666885	1
5	1334246	1
5	1334246	1
5	1334246	1
5	1334246	1
5	1334246	1
5	1334246	1
5	1334246	1
5	1334246	1
5	1334246	1
5	1334246	1
6	48394012	1
6	48394012	1
6	48394012	1
6	48394012	1
6	48394012	1
3	4680235	1
3	4680235	1
3	4680235	1
3	4680235	1
3	4680235	1
3	4680235	1
3	4680235	1
3	4680235	1
3	4680235	1
3	4680235	1
3	4680235	1
3	4680235	1
3	4680235	1
5	8895768	-1
8	25132047	-1
8	25132047	-1
8	25132047	-1
8	25132047	-1
8	25132047	-1
8	25132047	-1
8	25132047	-1
3	4205747	-1
3	4205747	-1
3	4205747	-1
3	4205747	-1
3	4205747	-1
2	66083745	1
10	54778120	1
10	54778120	1
10	54778120	1
10	54778120	1
10	54778120	1
10	54778120	1
10	54778120	1
10	54778120	1
10	54778120	1
10	54778120	1
9	51349168	-1
9	51349168	-1
9	51349168	-1
9	51349168	-1
9	51349168	-1
1	57801807	-1
1	57801807	-1
1	57801807	-1
1	57801807	-1
1	57801807	-1
10	55000881	1
10	55000881	1
10	55000881	1
10	55000881	1
10	55000881	1
10	55000881	1
10	55000881	1
10	55000881	1
10	55000881	1
10	55000881	1
10	55000881	1
10	55000881	1
10	55000881	1
10	55000881	1
10	55000881	1
10	55000881	1
10	55000881	1
10	55000881	1
10	55000881	1
3	7529585	1
2	55743672	-1
2	55743672	-1
2	55743672	-1
2	55743672	-1
2	55743672	-1
2	55743672	-1
2	55743672	-1
2	55743672	-1
2	55743672	-1
1	59408728	-1
1	59408728	-1
1	59408728	-1
1	59408728	-1
1	59408728	-1
1	59408728	-1
1	59408728	-1
1	59408728	-1
1	59408728	-1
1	59408728	-1
1	59408728	-1
9	15167857	-1
9	15167857	-1
3	68640661	1
3	68640661	1
3	68640661	1
4	62737164	1
4	62737164	1
4	62737164	1
4	62737164	1
4	62737164	1
4	62737164	1
4	62737164	1
4	62737164	1
4	62737164	1
4	62737164	1
4	62737164	1
4	62737164	1
4	62737164	1
2	14549076	-1
2	14549076	-1
2	14549076	-1
2	64242199	-1
2	64242199	-1
2	64242199	-1
10	3580187	1
10	3580187	1
10	3580187	1
10	49580206	1
10	49580206	1
10	49580206	1
10	49580206	1
10	49580206	1
10	49580206	1
10	49580206	1
10	49580206	1
10	49580206	1
10	49580206	1
10	49580206	1
10	49580206	1
10	49580206	1
10	49580206	1
10	49580206	1
10	49580206	1
10	49580206	1
10	49580206	1
10	49580206	1
10	49580206	1
1	24584808	-1
1	24584808	-1
5	58015791	-1
5	58015791	-1
5	58015791	-1
5	58015791	-1
2	16940031	-1
2	16940031	-1
2	16940031	-1
3	61064782	-1
9	59515791	1
2	76437773	1
2	76437773	1
7	589107	1
7	589107	1
7	589107	1
7	589107	1
7	589107	1
3	37186410	1
3	37186410	1
3	37186410	1
3	37186410	1
3	37186410	1
3	37186410	1
3	37186410	1
